longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-118.19,33.99,36,1273,379.0,1398,353,2.4516,<1H OCEAN
-122.07,37.69,29,2304,618.0,1021,552,2.5362,NEAR BAY
-117.45,34.13,16,5058,965.0,3388,878,3.6417,INLAND
-115.64,32.75,19,377,69.0,198,55,1.625,INLAND
-117.89,34.49,12,3449,598.0,1502,540,3.7043,INLAND
-119.26,35.87,24,1590,390.0,1686,372,1.6469,INLAND
-123.81,39.34,17,1981,371.0,773,325,3.1563,<1H OCEAN
-118.13,33.8,36,1026,182.0,505,176,4.3438,<1H OCEAN
-117.36,33.92,7,9376,1181.0,3570,1107,8.5326,INLAND
-117.78,34.03,8,32054,5290.0,15507,5050,6.0191,<1H OCEAN
-117.64,33.59,4,3274,383.0,1312,390,8.1611,<1H OCEAN
-117.32,33.22,16,1057,232.0,316,221,2.7417,NEAR OCEAN
-117.32,34.06,46,476,102.0,476,91,1.4511,INLAND
-120.1,36.16,17,598,160.0,715,146,2.3295,INLAND
-122.23,38.09,26,4397,997.0,2539,965,2.4875,NEAR BAY
-117.91,34.1,28,3694,722.0,1999,718,3.2813,<1H OCEAN
-117.86,33.71,36,191,42.0,208,37,3.375,<1H OCEAN
-121.46,39.54,14,5549,1000.0,1822,919,2.9562,INLAND
-117.68,33.61,19,2962,405.0,1295,440,6.0689,<1H OCEAN
-117.88,34.13,33,3713,718.0,2106,720,4.0023,<1H OCEAN
-121.55,39.51,48,827,198.0,396,161,0.8024,INLAND
-124.13,40.78,34,2142,420.0,1056,382,2.1101,NEAR OCEAN
-121.95,38.34,9,4999,874.0,2687,817,4.2324,INLAND
-116.97,32.76,33,3071,466.0,1348,513,6.1768,<1H OCEAN
-118.09,33.85,19,8120,1371.0,5026,1345,6.3093,<1H OCEAN
-122.49,37.76,49,1637,304.0,729,281,4.3281,NEAR BAY
-118.05,33.84,21,4890,653.0,2295,654,6.983,<1H OCEAN
-118.28,34.04,20,1193,454.0,1880,453,2.1806,<1H OCEAN
-118.3,33.76,6,6097,1270.0,2678,1226,5.1269,<1H OCEAN
-119.63,36.18,23,207,45.0,171,50,2.4286,INLAND
-122.02,37.38,32,1889,487.0,1321,508,3.2574,<1H OCEAN
-118.11,33.79,36,1993,354.0,884,337,5.587,<1H OCEAN
-122.27,37.9,42,1650,274.0,645,256,5.6228,NEAR BAY
-119.52,36.61,33,1225,275.0,1065,248,1.8958,INLAND
-118.07,34.09,35,1224,267.0,887,276,4.0987,<1H OCEAN
-120.63,38.68,14,1821,316.0,769,266,3.0789,INLAND
-118.37,34.17,6,854,350.0,542,321,0.8198,<1H OCEAN
-119.81,36.92,14,4795,710.0,2047,640,4.665,INLAND
-119.68,36.83,11,2455,344.0,1110,339,6.1133,INLAND
-121.37,38.69,35,1851,327.0,1007,286,3.2361,INLAND
-117.78,33.97,2,556,63.0,179,54,8.4411,<1H OCEAN
-118.22,33.97,43,381,67.0,259,60,3.0313,<1H OCEAN
-122.04,37.5,17,407,97.0,307,100,3.1696,NEAR BAY
-117.88,33.75,34,3004,673.0,5477,640,2.8342,<1H OCEAN
-118.3,34.05,44,1612,650.0,2028,593,1.9152,<1H OCEAN
-117.06,32.67,29,4047,754.0,2353,730,4.0505,NEAR OCEAN
-121.78,37.31,25,2093,297.0,983,338,6.4664,<1H OCEAN
-119.35,36.32,10,3817,719.0,1686,714,3.8235,INLAND
-122.32,37.94,46,1901,295.0,833,352,5.5196,NEAR BAY
-121.31,38.03,18,4893,1008.0,3036,997,2.5212,INLAND
-117.62,33.77,43,1911,439.0,930,433,4.6369,<1H OCEAN
-118.22,33.96,32,2232,603.0,2361,608,2.5966,<1H OCEAN
-121.92,36.61,29,3735,808.0,1873,757,3.1543,NEAR OCEAN
-116.95,32.81,31,1277,293.0,698,237,3.1106,<1H OCEAN
-118.82,34.14,22,11668,1730.0,4054,1671,6.9935,NEAR OCEAN
-117.93,33.64,24,1395,396.0,1478,404,2.5301,<1H OCEAN
-122.05,38.25,39,199,36.0,101,38,6.2299,INLAND
-121.25,38.7,16,3262,533.0,1794,543,4.2464,INLAND
-117.27,34.06,20,5258,1514.0,3780,1404,2.025,INLAND
-121.43,38.61,40,1134,252.0,675,249,1.3696,INLAND
-117.26,33.19,4,2342,595.0,1518,545,2.9469,NEAR OCEAN
-120.59,38.53,15,432,87.0,208,73,3.6125,INLAND
-118.02,33.82,19,2485,437.0,1286,431,4.7466,<1H OCEAN
-122.01,37.25,31,1574,193.0,551,191,10.2311,<1H OCEAN
-122.26,38.0,14,2338,391.0,1003,398,4.2269,NEAR BAY
-117.12,33.14,16,1710,272.0,1025,267,4.1641,<1H OCEAN
-114.6,33.62,16,3741,801.0,2434,824,2.6797,INLAND
-116.99,32.81,18,10968,1521.0,4439,1501,6.2787,<1H OCEAN
-120.84,37.92,27,471,84.0,195,72,3.3333,INLAND
-118.25,34.0,34,1905,552.0,2194,521,1.4792,<1H OCEAN
-119.95,36.8,30,1233,214.0,620,199,3.4297,INLAND
-118.41,34.17,27,3277,648.0,1382,615,3.875,<1H OCEAN
-122.52,37.9,16,1704,402.0,689,348,4.4239,NEAR BAY
-121.82,39.76,23,6010,1116.0,2710,1149,3.0068,INLAND
-118.44,34.06,28,3910,959.0,1763,867,5.5,<1H OCEAN
-122.44,37.63,35,5113,959.0,3004,964,4.7625,NEAR OCEAN
-119.87,36.83,4,4833,784.0,2088,789,5.1781,INLAND
-118.13,33.76,52,2216,526.0,940,530,4.5469,NEAR OCEAN
-121.86,37.26,16,2814,485.0,1305,465,5.5121,<1H OCEAN
-120.98,37.67,13,1221,260.0,682,275,3.65,INLAND
-117.06,34.02,24,3912,809.0,1926,762,2.6875,INLAND
-122.19,38.09,8,614,118.0,278,115,6.3735,NEAR BAY
-122.23,37.76,52,1049,185.0,374,176,4.1458,NEAR BAY
-121.38,38.7,25,3919,764.0,2203,783,2.2402,INLAND
-123.64,39.45,21,3359,677.0,1908,642,3.0433,<1H OCEAN
-121.26,37.97,31,1189,295.0,891,292,2.5536,INLAND
-117.28,33.22,13,2832,542.0,1065,531,2.3844,<1H OCEAN
-118.29,34.04,32,432,182.0,702,186,2.1471,<1H OCEAN
-117.08,33.03,10,2296,450.0,818,405,4.3424,<1H OCEAN
-117.68,33.59,12,3473,466.0,1569,450,8.8636,<1H OCEAN
-121.64,36.74,30,2628,444.0,1372,432,4.1696,<1H OCEAN
-119.81,36.76,48,2059,388.0,834,405,2.9306,INLAND
-118.26,34.23,38,1107,194.0,518,195,7.5582,<1H OCEAN
-118.31,33.88,21,1490,430.0,686,400,2.3812,<1H OCEAN
-121.98,37.28,26,1182,309.0,620,306,3.3922,<1H OCEAN
-117.9,34.06,33,1330,209.0,578,192,5.6406,<1H OCEAN
-122.14,37.44,52,3117,468.0,1114,421,6.6756,NEAR BAY
-118.27,34.0,46,1748,428.0,1707,409,2.148,<1H OCEAN
-118.41,33.89,38,4166,828.0,1600,770,6.3861,<1H OCEAN
-117.13,32.76,27,2280,695.0,1235,664,1.9392,NEAR OCEAN
-117.89,33.98,5,3088,711.0,1415,641,2.5125,<1H OCEAN
-118.31,34.02,44,1555,324.0,931,265,1.4712,<1H OCEAN
-122.01,37.39,36,1976,361.0,1348,371,5.6447,<1H OCEAN
-122.05,37.61,16,1642,346.0,705,351,2.8971,NEAR BAY
-122.12,38.01,50,1300,263.0,691,239,3.9519,NEAR BAY
-124.22,41.73,28,3003,699.0,1530,653,1.7038,NEAR OCEAN
-118.27,33.81,10,1881,571.0,1769,553,3.9286,<1H OCEAN
-118.03,33.71,26,1483,251.0,738,235,6.0,<1H OCEAN
-118.2,33.92,39,1050,217.0,895,207,3.1538,<1H OCEAN
-121.9,37.36,47,1007,245.0,581,240,2.9545,<1H OCEAN
-117.54,34.12,4,17577,2819.0,7766,2473,5.1333,INLAND
-122.02,38.26,27,3440,787.0,2085,748,2.5896,INLAND
-122.13,37.15,39,2854,613.0,1338,518,3.9423,NEAR OCEAN
-122.29,37.9,52,1604,263.0,594,286,5.338,NEAR BAY
-118.29,33.84,11,2274,617.0,1897,622,3.5094,<1H OCEAN
-117.25,34.08,30,2981,605.0,1784,573,2.45,INLAND
-121.32,38.02,26,2851,533.0,1544,499,3.5379,INLAND
-119.18,34.28,17,4526,717.0,2088,655,5.6885,NEAR OCEAN
-122.21,37.76,52,1420,314.0,1085,300,1.7546,NEAR BAY
-119.05,36.06,23,2344,407.0,1184,406,3.1625,INLAND
-117.19,34.94,31,2034,444.0,1097,367,2.1522,INLAND
-117.01,32.72,12,2914,734.0,2104,703,2.3068,NEAR OCEAN
-122.42,37.72,37,2638,546.0,1789,521,4.0071,NEAR BAY
-117.6,34.03,16,1499,232.0,918,239,5.5677,INLAND
-122.19,39.53,34,2679,533.0,1287,505,2.165,INLAND
-116.35,32.74,16,2595,606.0,1046,367,1.7137,INLAND
-122.39,37.79,52,94,24.0,113,27,4.6563,NEAR BAY
-122.39,37.6,44,2304,384.0,986,379,4.652,NEAR OCEAN
-117.22,33.93,14,5104,1026.0,3513,972,3.2148,INLAND
-122.47,37.73,52,2134,277.0,936,285,5.9245,NEAR OCEAN
-122.29,37.76,18,2873,763.0,1243,663,5.1702,NEAR BAY
-117.26,32.96,36,1721,264.0,710,282,10.1768,NEAR OCEAN
-119.15,34.17,22,1612,334.0,1431,335,4.8125,NEAR OCEAN
-117.19,33.69,3,6484,1037.0,3295,1074,4.5881,<1H OCEAN
-118.44,34.15,37,1335,286.0,539,279,3.2813,<1H OCEAN
-121.61,36.67,39,3260,821.0,3130,793,2.5224,<1H OCEAN
-117.67,33.47,22,2728,616.0,1081,566,1.6393,<1H OCEAN
-122.41,37.74,52,2058,399.0,1208,399,3.6429,NEAR BAY
-117.11,32.81,15,3428,491.0,2303,486,2.5953,NEAR OCEAN
-118.3,33.81,17,5544,1068.0,3008,1038,5.322,<1H OCEAN
-118.19,33.78,31,1648,484.0,898,457,1.5844,NEAR OCEAN
-117.51,33.88,24,3044,602.0,2541,564,4.131,INLAND
-118.36,33.89,40,756,122.0,371,130,5.0299,<1H OCEAN
-118.33,34.02,46,1528,391.0,933,366,2.1979,<1H OCEAN
-119.08,36.02,26,1748,346.0,891,303,1.9439,INLAND
-118.39,34.08,52,3759,464.0,1407,422,15.0001,<1H OCEAN
-121.54,38.51,17,8482,1590.0,3362,1513,4.2216,INLAND
-118.27,33.94,39,2078,561.0,1901,504,1.1468,<1H OCEAN
-118.41,34.23,35,1026,195.0,753,185,4.5909,<1H OCEAN
-121.33,38.04,15,1933,280.0,965,260,4.6477,INLAND
-122.45,37.76,52,1457,292.0,621,315,4.6477,NEAR BAY
-117.87,33.72,39,3167,669.0,2789,619,3.5902,<1H OCEAN
-122.05,37.11,39,1065,248.0,497,208,4.5972,NEAR OCEAN
-116.37,33.69,7,8806,1542.0,858,448,7.8005,INLAND
-118.09,34.07,45,726,146.0,568,160,3.0347,<1H OCEAN
-117.27,33.21,5,5764,996.0,3161,1012,4.4531,<1H OCEAN
-117.04,32.69,9,3417,860.0,2521,828,3.02,NEAR OCEAN
-117.22,33.22,17,3675,672.0,1693,597,3.3882,<1H OCEAN
-118.21,33.8,45,1160,274.0,1095,269,2.7308,NEAR OCEAN
-121.48,39.05,40,198,41.0,151,48,4.5625,INLAND
-121.29,38.01,10,69,16.0,50,20,3.75,INLAND
-121.36,37.99,8,1801,380.0,684,350,4.2589,INLAND
-117.97,33.84,18,1063,209.0,462,223,2.8348,<1H OCEAN
-118.66,34.1,12,2560,365.0,907,366,10.076,NEAR OCEAN
-117.05,32.75,36,2024,,1030,390,3.8233,NEAR OCEAN
-118.99,35.37,36,832,198.0,814,174,1.4773,INLAND
-116.31,33.73,19,12467,2508.0,4086,1761,3.2846,INLAND
-118.21,34.65,17,4001,814.0,2313,756,3.0441,INLAND
-120.56,38.48,14,3545,702.0,946,411,3.4609,INLAND
-118.43,34.17,33,1679,404.0,933,412,2.6979,<1H OCEAN
-118.36,33.97,19,4651,1281.0,2917,1121,2.6823,<1H OCEAN
-118.02,33.95,35,2085,400.0,1112,391,3.4886,<1H OCEAN
-121.81,37.35,29,2396,452.0,2000,481,4.375,<1H OCEAN
-117.99,33.73,17,5239,1045.0,2440,985,4.375,<1H OCEAN
-118.08,33.91,30,3259,942.0,2744,895,2.8608,<1H OCEAN
-118.07,33.85,16,3771,606.0,2196,564,7.0113,<1H OCEAN
-120.79,38.24,19,1003,235.0,538,190,2.9821,INLAND
-122.33,37.94,43,1876,389.0,807,377,3.1571,NEAR BAY
-117.82,33.77,27,2578,314.0,976,340,7.1882,<1H OCEAN
-122.18,37.75,36,1047,214.0,651,166,1.712,NEAR BAY
-118.4,34.05,26,4473,923.0,1518,805,5.0762,<1H OCEAN
-119.69,34.43,37,2801,497.0,1150,476,5.8311,<1H OCEAN
-123.79,39.44,36,1330,273.0,761,286,2.7813,<1H OCEAN
-118.46,34.0,44,941,230.0,493,206,3.6458,<1H OCEAN
-118.39,33.88,33,2543,439.0,1098,416,5.9683,<1H OCEAN
-117.79,33.75,26,2893,345.0,983,326,13.466,<1H OCEAN
-121.59,39.78,16,2754,570.0,1063,543,1.4048,INLAND
-122.21,37.82,52,2375,333.0,813,350,7.0549,NEAR BAY
-118.23,33.95,27,504,142.0,789,167,0.9518,<1H OCEAN
-122.13,37.41,36,4787,900.0,2039,890,5.4063,NEAR BAY
-120.55,38.43,18,1564,357.0,618,277,2.3549,INLAND
-122.3,37.93,34,2254,357.0,715,306,4.5,NEAR BAY
-118.26,33.93,42,1433,295.0,775,293,1.1326,<1H OCEAN
-118.54,34.17,25,3352,891.0,1815,860,2.8528,<1H OCEAN
-118.16,33.91,41,1806,408.0,1146,374,2.9643,<1H OCEAN
-117.97,33.89,17,1740,445.0,1158,412,2.8649,<1H OCEAN
-118.53,34.16,32,3554,762.0,1623,750,3.6141,<1H OCEAN
-116.29,34.18,15,4203,966.0,1756,695,2.182,INLAND
-121.85,36.61,38,238,,191,67,1.3897,<1H OCEAN
-118.38,34.14,42,1253,225.0,492,224,7.7112,<1H OCEAN
-118.24,34.05,13,1703,697.0,1823,669,0.8288,<1H OCEAN
-120.99,39.13,14,770,116.0,285,116,3.6434,INLAND
-122.48,37.76,52,3260,653.0,1594,632,4.4094,NEAR BAY
-122.43,37.64,42,4091,757.0,1861,771,4.207,NEAR OCEAN
-120.2,37.8,30,1189,255.0,446,165,3.4838,INLAND
-118.35,33.9,22,1127,287.0,697,241,3.3971,<1H OCEAN
-115.52,32.73,17,1190,275.0,1113,258,2.3571,INLAND
-121.97,37.77,13,7241,1007.0,3221,947,7.2216,<1H OCEAN
-117.89,33.66,33,3595,785.0,1621,732,4.1372,<1H OCEAN
-118.13,34.18,52,3094,519.0,1309,488,6.4223,INLAND
-117.86,33.88,19,1621,328.0,871,322,3.7361,<1H OCEAN
-120.64,35.47,8,416,121.0,936,97,2.1154,<1H OCEAN
-119.91,37.23,17,2171,389.0,1042,375,3.625,INLAND
-123.21,39.14,15,2235,545.0,1376,516,1.9032,<1H OCEAN
-117.92,34.03,32,1819,375.0,1728,375,3.975,<1H OCEAN
-120.43,34.93,4,2866,648.0,1311,578,2.8649,<1H OCEAN
-117.96,33.98,25,1259,184.0,599,170,5.7407,<1H OCEAN
-122.12,37.82,26,2269,317.0,918,313,6.6657,NEAR BAY
-116.05,33.33,17,290,94.0,135,57,1.7292,INLAND
-118.51,34.2,33,2327,479.0,1166,472,4.2344,<1H OCEAN
-122.08,37.94,44,2185,357.0,943,366,4.725,NEAR BAY
-118.41,34.0,37,1426,259.0,689,261,5.5284,<1H OCEAN
-117.31,34.17,25,2795,596.0,1650,569,3.0078,INLAND
-121.39,38.58,41,2577,365.0,913,339,6.3406,INLAND
-118.24,33.89,32,1132,266.0,1211,279,2.1838,<1H OCEAN
-118.35,34.03,43,2122,524.0,1510,436,2.2273,<1H OCEAN
-118.55,34.37,21,7010,1063.0,3331,1038,6.776,<1H OCEAN
-120.8,37.55,18,1802,335.0,1110,329,3.1641,INLAND
-119.15,34.25,36,3511,664.0,2965,695,4.0878,NEAR OCEAN
-121.4,38.55,19,2497,494.0,748,442,2.925,INLAND
-121.7,37.98,9,3079,519.0,1562,512,5.1041,INLAND
-115.57,32.8,16,1307,359.0,961,327,1.1853,INLAND
-121.83,37.26,15,3243,551.0,1752,551,5.5849,<1H OCEAN
-122.04,37.12,30,1427,311.0,686,251,4.0781,NEAR OCEAN
-118.21,34.06,29,1478,413.0,1580,394,1.8781,<1H OCEAN
-120.52,35.06,11,1317,234.0,655,243,4.3611,<1H OCEAN
-118.33,33.96,24,6513,1290.0,2636,1271,4.2099,<1H OCEAN
-122.01,36.91,19,691,191.0,324,167,3.1312,NEAR OCEAN
-120.36,36.13,29,1938,434.0,1306,415,3.0134,INLAND
-120.79,37.49,44,1186,225.0,687,234,3.4167,INLAND
-118.13,34.02,41,734,190.0,565,191,2.2813,<1H OCEAN
-117.76,33.72,15,941,266.0,366,248,4.3636,<1H OCEAN
-118.21,33.91,24,1545,391.0,1807,388,2.6429,<1H OCEAN
-116.48,33.94,10,3254,913.0,923,486,1.8,INLAND
-121.37,38.56,18,2129,363.0,815,347,2.7679,INLAND
-122.14,39.97,27,1079,222.0,625,197,3.1319,INLAND
-120.79,38.43,40,1391,246.0,546,214,3.9107,INLAND
-120.64,35.46,6,5876,1406.0,2877,1304,2.5437,<1H OCEAN
-122.49,38.32,30,1631,284.0,788,284,3.3098,<1H OCEAN
-117.15,32.71,52,217,82.0,531,93,1.6607,NEAR OCEAN
-117.96,33.84,31,2265,537.0,1617,507,3.4583,<1H OCEAN
-118.35,34.1,24,5477,1803.0,2863,1755,1.845,<1H OCEAN
-121.24,38.79,23,1419,261.0,706,269,3.1875,INLAND
-119.12,36.19,21,2645,464.0,1245,407,2.9145,INLAND
-118.23,33.92,32,2698,640.0,1953,613,1.2222,<1H OCEAN
-121.36,38.01,16,926,230.0,451,198,4.0221,INLAND
-122.45,38.01,36,4501,832.0,2196,800,4.3182,NEAR BAY
-118.26,33.79,42,1162,264.0,1044,241,3.5488,<1H OCEAN
-119.87,36.76,34,1649,323.0,919,316,2.875,INLAND
-118.32,34.09,30,1871,766.0,2595,819,2.0044,<1H OCEAN
-121.39,38.69,30,2897,506.0,1508,478,3.865,INLAND
-117.83,33.65,9,638,266.0,426,234,3.7875,<1H OCEAN
-121.25,39.17,9,999,189.0,411,176,2.125,INLAND
-119.5,36.62,34,1440,267.0,1018,265,2.2206,INLAND
-121.55,39.51,50,1050,288.0,485,260,1.1607,INLAND
-117.6,33.65,4,3134,504.0,1599,485,6.2464,<1H OCEAN
-119.77,36.31,14,3677,863.0,2191,785,2.6218,INLAND
-118.26,34.07,52,830,200.0,701,189,2.7625,<1H OCEAN
-118.45,34.19,37,1073,254.0,739,253,2.4667,<1H OCEAN
-122.38,40.69,21,1774,370.0,875,354,1.7422,INLAND
-119.01,35.39,29,1820,459.0,1134,419,1.8289,INLAND
-121.42,37.75,33,1329,266.0,683,233,4.3687,INLAND
-121.95,37.96,18,2739,393.0,1072,374,6.1436,INLAND
-117.97,33.87,28,1784,440.0,1255,433,3.7054,<1H OCEAN
-117.95,33.76,24,3956,812.0,3196,795,4.3512,<1H OCEAN
-122.1,37.4,23,1755,508.0,1374,506,4.3077,NEAR BAY
-118.83,34.14,16,1956,312.0,671,319,6.4001,NEAR OCEAN
-121.07,39.13,8,4839,832.0,1977,762,4.0848,INLAND
-118.23,33.94,35,1090,267.0,1339,263,2.1607,<1H OCEAN
-118.11,34.17,46,2837,592.0,1453,549,3.1115,INLAND
-117.88,34.1,32,3357,621.0,1696,604,4.2685,<1H OCEAN
-117.91,34.14,42,2225,485.0,1544,464,2.2442,INLAND
-116.62,32.86,18,4115,847.0,2032,745,4.0159,<1H OCEAN
-118.14,34.72,15,2181,361.0,1057,300,4.625,INLAND
-119.22,35.68,16,2874,677.0,3078,651,1.8843,INLAND
-117.08,32.73,36,3331,643.0,1903,622,3.6974,NEAR OCEAN
-118.63,34.21,31,3952,647.0,1762,588,5.5709,<1H OCEAN
-118.33,34.02,46,2223,361.0,968,373,4.26,<1H OCEAN
-122.49,37.79,52,2488,281.0,805,295,10.7058,NEAR BAY
-118.41,33.92,29,1436,401.0,674,343,3.6389,<1H OCEAN
-122.61,37.99,40,7737,1488.0,3108,1349,4.4375,NEAR OCEAN
-121.13,36.21,34,2504,550.0,1810,547,3.4821,<1H OCEAN
-117.02,32.74,12,3301,963.0,2000,879,1.8594,NEAR OCEAN
-122.33,37.92,26,3887,779.0,2512,740,2.2301,NEAR BAY
-118.1,34.58,32,1489,306.0,774,267,3.275,INLAND
-117.61,33.63,2,4678,817.0,1970,712,6.1078,<1H OCEAN
-116.8,33.52,3,830,145.0,272,104,3.8281,INLAND
-121.94,37.35,52,906,227.0,1662,219,3.1667,<1H OCEAN
-117.01,32.8,17,1042,210.0,650,215,3.1,<1H OCEAN
-118.67,34.16,17,16544,2206.0,6214,2118,9.1228,<1H OCEAN
-117.63,33.65,10,3580,491.0,1688,467,7.7814,<1H OCEAN
-118.21,33.79,32,2020,613.0,2557,562,2.1397,NEAR OCEAN
-122.27,37.32,37,2607,534.0,1346,507,5.3951,NEAR OCEAN
-122.03,37.62,35,1298,236.0,632,204,3.8929,NEAR BAY
-118.24,34.22,36,2507,517.0,1232,470,5.529,<1H OCEAN
-121.02,36.94,33,1541,313.0,880,272,2.5074,INLAND
-121.99,37.96,16,3324,479.0,1470,461,7.6166,INLAND
-122.12,37.44,33,2974,623.0,1435,588,5.485,NEAR BAY
-118.5,34.19,35,2720,490.0,1158,445,5.0796,<1H OCEAN
-118.46,34.01,39,711,148.0,347,153,4.2813,<1H OCEAN
-122.29,37.88,52,1650,395.0,841,380,3.556,NEAR BAY
-118.17,34.11,39,1758,436.0,892,447,3.6406,<1H OCEAN
-122.03,38.26,25,4617,1046.0,2685,1011,2.9576,INLAND
-116.99,32.71,21,3049,582.0,2355,585,3.8904,NEAR OCEAN
-117.16,33.61,3,2744,428.0,1223,366,4.7944,<1H OCEAN
-117.65,34.08,52,2264,439.0,1031,437,3.375,INLAND
-121.85,37.34,27,1481,409.0,1505,391,2.5769,<1H OCEAN
-118.48,34.28,35,2132,368.0,1128,341,5.3107,<1H OCEAN
-122.12,37.09,36,1397,289.0,661,243,4.125,NEAR OCEAN
-117.62,33.43,27,3858,1062.0,2321,873,3.3155,NEAR OCEAN
-122.04,37.24,24,1521,209.0,539,192,11.1557,<1H OCEAN
-121.98,37.24,35,3574,485.0,1325,476,8.5425,<1H OCEAN
-118.15,34.05,31,3362,799.0,1939,754,3.5089,<1H OCEAN
-116.51,33.96,16,4913,1395.0,2518,1132,1.4665,INLAND
-122.18,37.89,18,4845,735.0,1634,734,8.1489,NEAR BAY
-120.14,36.04,27,2533,518.0,1371,461,2.9708,INLAND
-117.19,32.85,15,2895,498.0,1164,443,5.102,NEAR OCEAN
-120.42,34.96,20,1678,307.0,840,316,4.4342,<1H OCEAN
-118.12,33.79,41,1762,314.0,738,300,4.1687,<1H OCEAN
-117.9,34.07,36,1009,164.0,466,149,5.8519,<1H OCEAN
-121.88,36.49,28,2830,458.0,898,370,5.8142,NEAR OCEAN
-122.39,37.76,52,2316,468.0,1047,476,4.5057,NEAR BAY
-118.49,34.18,31,3073,674.0,1486,684,4.8984,<1H OCEAN
-121.29,38.36,17,2193,386.0,1148,372,4.5272,INLAND
-121.54,40.06,17,858,262.0,47,27,2.4028,INLAND
-117.03,33.13,15,7000,1185.0,3555,1118,4.7022,<1H OCEAN
-117.89,34.07,35,834,137.0,392,123,4.5179,<1H OCEAN
-117.23,32.8,28,3379,918.0,1849,849,3.0293,NEAR OCEAN
-117.92,33.89,12,1859,393.0,622,316,5.0258,<1H OCEAN
-121.65,37.11,14,6006,914.0,2915,898,5.9356,<1H OCEAN
-118.8,34.15,9,1143,179.0,647,180,6.8474,NEAR OCEAN
-117.76,35.63,12,2014,372.0,1027,356,3.9261,INLAND
-118.44,34.01,43,1408,246.0,651,240,4.5795,<1H OCEAN
-121.85,39.74,41,2901,689.0,1426,632,1.5633,INLAND
-118.28,33.79,28,1895,420.0,1422,389,4.3816,<1H OCEAN
-119.01,35.38,36,790,224.0,426,208,1.4427,INLAND
-122.33,37.91,36,1954,513.0,1437,440,1.125,NEAR BAY
-117.21,33.82,2,4198,805.0,1943,673,3.9052,INLAND
-117.59,34.09,16,2401,465.0,1757,500,3.9755,INLAND
-117.73,35.73,35,2916,594.0,1870,432,3.625,INLAND
-117.05,32.95,17,3039,555.0,1297,552,3.9531,<1H OCEAN
-120.67,40.5,15,5343,,2503,902,3.5962,INLAND
-121.92,37.34,42,2101,524.0,1212,526,3.6389,<1H OCEAN
-122.7,38.35,14,2313,,954,397,3.7813,<1H OCEAN
-117.85,34.12,30,4367,1033.0,2524,954,3.0448,INLAND
-117.66,35.61,5,5735,932.0,2623,862,4.8494,INLAND
-118.36,34.06,52,2130,455.0,921,395,2.9605,<1H OCEAN
-118.01,33.83,24,4639,1374.0,3093,1257,2.5577,<1H OCEAN
-118.2,34.11,52,1901,525.0,1856,480,3.0,<1H OCEAN
-120.06,39.01,19,2967,528.0,112,48,4.0714,INLAND
-118.14,34.06,37,1339,258.0,706,238,4.7569,<1H OCEAN
-117.95,34.08,37,1137,203.0,672,226,3.2969,<1H OCEAN
-122.23,37.46,26,4670,1039.0,2103,933,4.4167,NEAR OCEAN
-121.06,37.66,6,3655,598.0,1993,596,4.6053,INLAND
-118.3,34.02,31,1933,478.0,1522,423,1.5781,<1H OCEAN
-119.06,35.33,14,5264,1064.0,3278,1049,3.8117,INLAND
-118.12,33.97,33,3099,839.0,2025,750,3.183,<1H OCEAN
-117.7,33.5,4,2351,445.0,834,397,5.5677,<1H OCEAN
-119.82,36.75,41,1022,209.0,741,213,2.0781,INLAND
-121.37,38.7,26,2230,410.0,1155,377,3.4911,INLAND
-122.82,38.53,27,1823,360.0,907,317,3.276,<1H OCEAN
-119.03,35.37,42,2508,483.0,1035,442,2.6513,INLAND
-120.97,37.65,16,3960,716.0,1776,724,3.9886,INLAND
-118.43,34.02,41,2403,516.0,1001,514,4.3906,<1H OCEAN
-118.32,34.1,31,622,229.0,597,227,1.5284,<1H OCEAN
-117.05,32.75,29,2767,612.0,1437,587,2.8306,NEAR OCEAN
-118.13,34.09,21,3862,1186.0,2773,1102,2.7816,<1H OCEAN
-118.48,34.42,21,1375,259.0,728,258,5.0166,<1H OCEAN
-122.94,38.5,46,2280,492.0,807,366,2.6316,<1H OCEAN
-120.43,35.17,16,947,163.0,477,137,3.851,<1H OCEAN
-117.88,33.82,17,2247,705.0,1382,618,3.8631,<1H OCEAN
-117.68,33.63,13,5830,921.0,2897,891,6.2403,<1H OCEAN
-121.84,37.25,17,2363,473.0,1369,442,4.8355,<1H OCEAN
-118.15,33.77,27,3043,787.0,1398,747,3.5528,NEAR OCEAN
-121.23,38.71,18,4947,714.0,2227,675,4.8542,INLAND
-118.32,33.34,52,996,264.0,341,160,2.7361,ISLAND
-117.08,32.63,33,2891,793.0,1607,754,2.1281,NEAR OCEAN
-118.39,34.09,27,4312,1214.0,1634,1097,3.6207,<1H OCEAN
-121.8,37.35,27,2358,415.0,1562,383,5.2297,<1H OCEAN
-122.14,37.7,36,1266,228.0,606,239,3.9702,NEAR BAY
-118.34,34.06,52,1314,170.0,629,214,7.1669,<1H OCEAN
-121.89,37.44,8,2534,,1527,364,7.8532,<1H OCEAN
-119.29,36.32,27,1513,374.0,839,350,1.2012,INLAND
-122.54,37.97,39,4193,762.0,1833,737,5.6263,NEAR BAY
-118.26,34.0,27,1611,479.0,1457,458,0.8941,<1H OCEAN
-121.36,38.58,25,3196,406.0,978,419,8.4699,INLAND
